"page","product_id","image","name","ref","price","quantity","status","edit_link","description","meta_title","meta_description","meta_keyword","tags","model","sku","length","width","height","weight","seo_keyword","date_available","image_main","extra_images"
13,"1937","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45047-40x40.JPG","Bumble Bee Jasper Gemstone Cabochon","45047","2.5000","-4","Disabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=1937&page=13","<h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">Bumble Bee Jasper</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">30x10mm&nbsp;Oval&nbsp;Loose Gemstone Cabochon</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">4mm profile</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">11.5 ct / 2.30 g</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);""><br></span></h2><h4 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102);""><span style=""color: rgb(255, 0, 0);"">For multiple item listings the markings/striation of your Gemstone Cabochon may vary from the illustrated item. Dimensions will remain the same but the weight may differ by half a carat or so either way.</span></h4><h2><br></h2>","Bumble Bee Jasper Cabochon","Bumble Bee Jasper
30x10mm Oval Loose Gemstone Cabochon
4mm profile
11.5 ct / 2.30 g","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, oval gemstones, oval cabochons, Loose yellow gemstones, Loose large gemstones, Loose oval gemstones, Loose oval cabochons, chalcedony gemstones,","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, oval gemstones, oval cabochons, Loose yellow gemstones, Loose large gemstones, Loose oval gemstones, Loose oval cabochons, chalcedony gemstones, loose Bumble Bee Jasper Cabochon, loose Bumble Bee Jasper Gemstone, loose Bumble Bee Jasper, loose Jasper gemstones, loose large gemstones, loose oval gemstones, loose oval cabochons","45047","","30.00000000","10.00000000","4.00000000","2.30000000","bumble-bee-jasper","2018-10-11","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45047-100x100.JPG","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45047b-100x100.JPG, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45047c-100x100.JPG"
13,"1938","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45043-40x40.JPG","Bumble Bee Jasper Gemstone Cabochon","45043","3.4000","-5","Disabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=1938&page=13","<h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">Bumble Bee Jasper</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">20mm&nbsp;Round Loose Gemstone Cabochon</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">4mm profile</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">15.5 ct / 3.1 g</span><br></h2><h2 style=""text-align: center; ""><br></h2><h4 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102);""><span style=""color: rgb(255, 0, 0);"">For multiple item listings the markings/striation of your Gemstone Cabochon may vary from the illustrated item. Dimensions will remain the same but the weight may differ by half a carat or so either way.</span></h4><h2><br></h2>","Bumble Bee Jasper Cabochon","Bumble Bee Jasper
20mm Round Loose Gemstone Cabochon
4mm profile
15.5 ct / 3.1 g","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, Round gemstones, Round cabochons, Loose yellow gemstones, Loose large gemstones, Loose Round gemstones, Loose Round cabochons, chalcedony gemston","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, Round gemstones, Round cabochons, Loose yellow gemstones, Loose large gemstones, Loose Round gemstones, Loose Round cabochons, chalcedony gemstones,","45043","","20.00000000","20.00000000","4.00000000","3.10000000","bumble-bee-jasper","2018-10-11","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45043-100x100.JPG","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45043c-100x100.JPG, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45043b-100x100.JPG"
13,"1939","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45042-40x40.JPG","Bumble Bee Jasper Gemstone Cabochon","45042","3.4000","5","Disabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=1939&page=13","<h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">Bumble Bee Jasper</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">25x15mm&nbsp;Semi Circular Loose Gemstone Cabochon</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">4mm profile</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">15.5 ct / 3.1 g</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);""><br></span></h2><h4 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102);""><span style=""color: rgb(255, 0, 0);"">For multiple item listings the markings/striation of your Gemstone Cabochon may vary from the illustrated item. Dimensions will remain the same but the weight may differ by half a carat or so either way.</span></h4><h2><br></h2>","Bumble Bee Jasper Cabochon","Bumble Bee Jasper
25x15mm Semi Circular Loose Gemstone Cabochon
4mm profile
15.5 ct / 3.1 g","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, Round gemstones, Round cabochons, Loose yellow gemstones, Loose large gemstones, Loose Round gemstones, Loose Round cabochons, chalcedony gemston","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, Round gemstones, Round cabochons, Loose yellow gemstones, Loose large gemstones, Loose Round gemstones, Loose Round cabochons, chalcedony gemstones,","45042","","20.00000000","20.00000000","4.00000000","3.10000000","bumble-bee-jasper","2018-10-11","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45042-100x100.JPG","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45042c-100x100.JPG, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45042b-100x100.JPG"
13,"1940","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45044-40x40.JPG","Bumble Bee Jasper Rectangular Gemstone Cabochon","45044","3.3500","-5","Disabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=1940&page=13","<h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">Bumble Bee Jasper</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">30x10mm&nbsp;Rectangular Loose Gemstone Cabochon</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">4mm profile</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">15 ct / 3.0g</span><br></h2><h2 style=""text-align: center; ""><br></h2><h4 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102);""><span style=""color: rgb(255, 0, 0);"">For multiple item listings the markings/striation of your Gemstone Cabochon may vary from the illustrated item. Dimensions will remain the same but the weight may differ by half a carat or so either way.</span></h4>","Bumble Bee Jasper Cabochon","Bumble Bee Jasper
30x10mm Rectangular Loose Gemstone Cabochon
4mm profile
15 ct / 3.0g","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, Rectangular gemstones, Rectangular cabochons, Loose yellow gemstones, Loose large gemstones, Loose Rectangular gemstones, Loose Rectangular caboc","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, Rectangular gemstones, Rectangular cabochons, Loose yellow gemstones, Loose large gemstones, Loose Rectangular gemstones, Loose Rectangular cabochons, chalcedony gemstones,","45044","","30.00000000","10.00000000","4.00000000","3.00000000","bumble-bee-jasper","2018-10-11","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45044-100x100.JPG","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45044b-100x100.JPG, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45044c-100x100.JPG"
13,"1941","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45045-40x40.JPG","Bumble Bee Jasper Trapezium Cut Gemstone Cabochon","45045","2.5500","-5","Disabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=1941&page=13","<h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">Bumble Bee Jasper</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">30x10mm&nbsp;Trapezium Cut Loose Gemstone Cabochon</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">4mm profile</span></h2><h2 style=""text-align: center; ""><span style=""color: rgb(0, 0, 0);"">11.5 ct / 2.3 g</span><br></h2><h2 style=""text-align: center; ""><br></h2><h4 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102);""><span style=""color: rgb(255, 0, 0);"">For multiple item listings the markings/striation of your Gemstone Cabochon may vary from the illustrated item. Dimensions will remain the same but the weight may differ by half a carat or so either way.</span></h4>","Bumble Bee Jasper Cabochon","Bumble Bee Jasper
30x10mm Trapezium Cut Loose Gemstone Cabochon
4mm profile
11.5 ct / 2.3 g","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, Trapezium Cut gemstones, Trapezium Cut cabochons, Loose yellow gemstones, Loose large gemstones, Loose Trapezium Cut gemstones, Loose Trapezium C","Bumble Bee Jasper Cabochon, Bumble Bee Jasper Gemstone, Bumble Bee Jasper, Jasper gemstones, large gemstones, Trapezium Cut gemstones, Trapezium Cut cabochons, Loose yellow gemstones, Loose large gemstones, Loose Trapezium Cut gemstones, Loose Trapezium Cut cabochons, chalcedony gemstone","45045","","30.00000000","10.00000000","4.00000000","2.30000000","bumble-bee-jasper","2018-10-11","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45045-100x100.JPG","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45045c-100x100.JPG, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/2018/DSC_45045b-100x100.JPG"
13,"4942","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CBC0002b-40x40.jpg","Caribbean Blue Calcite 10x4mm Trapezium Cut Gemstone Cabochon Pair","CBC0002","3.5000","16","Enabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=4942&page=13","<h2 style=""text-align: center;""><span style=""color: rgb(0, 0, 0);"">Caribbean Blue Calcite&nbsp;</span><br></h2><h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102); text-align: center;""><span style=""color: rgb(0, 0, 0);"">10x4mm Trapezium Cut Gemstone Cabochon Pair&nbsp;</span></h2><h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102); text-align: center;""><span style=""color: rgb(0, 0, 0);"">3mm profile approx</span></h2><h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102); text-align: center;""><span style=""color: rgb(0, 0, 0);"">2.5 ct / 0.5 g approx</span></h2>","Caribbean Blue Calcite Gemstones","Caribbean Blue Calcite, 
10x4mm Trapezium Cut Gemstone Cabochon Pair, 
3mm profile approx, 
2.5 ct / 0.5 g approx, 
UK Gemstone Supplier, 
Free UK and EU Delivery.","","","CBC0002","","10.00000000","4.00000000","3.00000000","0.50000000","Caribbean-Blue-Calcite","2022-03-17","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CBC0002b-100x100.jpg","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CBC0002-100x100.jpg, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CBC0002c-100x100.jpg"
13,"4941","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CBC0001b-40x40.jpg","Caribbean Blue Calcite 14x10mm Trapezium Cut Gemstone Cabochon Pair","CBC0001","4.5000","5","Enabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=4941&page=13","<h2 style=""text-align: center;""><span style=""color: rgb(0, 0, 0);"">Caribbean Blue Calcite&nbsp;</span><br></h2><h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102); text-align: center;""><span style=""color: rgb(0, 0, 0);"">14x10mm Trapezium Cut Gemstone Cabochon Pair&nbsp;</span></h2><h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102); text-align: center;""><span style=""color: rgb(0, 0, 0);"">4mm profile approx</span></h2><h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(102, 102, 102); text-align: center;""><span style=""color: rgb(0, 0, 0);"">9 ct / 1.8 g approx</span></h2>","Caribbean Blue Calcite Gemstones","Caribbean Blue Calcite, 
14x10mm Trapezium Cut Gemstone Cabochon Pair, 
4mm profile approx, 
9 ct / 1.8 g approx, 
UK Gemstone Supplier, 
Free UK and EU Delivery.","","","CBC0001","","14.00000000","10.00000000","4.00000000","1.80000000","Caribbean-Blue-Calcite","2022-03-17","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CBC0001b-100x100.jpg","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CBC0001-100x100.jpg, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CBC0001c-100x100.jpg"
13,"5710","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0004-40x40.jpg","Carnelian 10x8mm Pear Cut Loose Gemstone Cabochon","CNL0004","3.0000","1","Enabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=5710&page=13","<h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(68, 68, 68); margin-top: 20px; margin-bottom: 10px; font-size: 27px; text-align: center;""><span style=""color: rgb(0, 0, 0);"">Carnelian&nbsp;</span></h2><h2 style=""margin-top: 20px; margin-bottom: 10px; text-align: center;""><span style=""color: rgb(0, 0, 0); font-size: 27px;"">10x8mm&nbsp;</span><span style=""color: rgb(0, 0, 0); font-family: &quot;Open Sans&quot;, sans-serif; font-size: 27px;"">Pear Cut Loose Gemstone Cabochon&nbsp;</span><br></h2><h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(68, 68, 68); margin-top: 20px; margin-bottom: 10px; font-size: 27px; text-align: center;""><span style=""color: rgb(0, 0, 0);"">4.5 mm profile approx.</span><br></h2><h2 style=""font-family: &quot;Open Sans&quot;, sans-serif; color: rgb(68, 68, 68); margin-top: 20px; margin-bottom: 10px; font-size: 27px; text-align: center;""><span style=""color: rgb(0, 0, 0);"">2.6 ct/ 0.53 g approx.&nbsp;</span></h2>","Carnelian Gemstone","Carnelian, 
10x8mm Pear Cut Loose Gemstone Cabochon, 
4.5 mm profile approx.
2.6 ct/ 0.53 g approx. 
UK Gemstone Supplier, 
Free UK and EU Delivery.","","","CNL0004","","10.00000000","8.00000000","4.50000000","0.53000000","carnelian-gemstone","2024-05-16","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0004-100x100.jpg","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0004c-100x100.jpg, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0004b-100x100.jpg"
13,"5774","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0008c-40x40.jpg","Carnelian 11x9mm Oval Gemstone Cabochons","CNL0008","4.0000","5","Enabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=5774&page=13","<p dir=""ltr"" style=""margin-top: 0pt; margin-bottom: 0pt; line-height: 1.38; text-align: center;""><span style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 25.3333px; white-space-collapse: preserve;"">Carnelian </span></p><p dir=""ltr"" style=""margin-top: 0pt; margin-bottom: 0pt; line-height: 1.38; text-align: center;""><span style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 25.3333px; white-space-collapse: preserve;"">11x9mm </span><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial; font-size: 19pt; white-space-collapse: preserve;"">Oval Loose Gemstone Cabochon&nbsp;</span><br></p><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.32; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center; padding: 0pt 0pt 6pt;""><span style=""font-size: 19pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">5 mm profile, approx. </span></h2><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.32; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center; padding: 0pt 0pt 6pt;""><span style=""font-size: 19pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">4.00 ct / 0.80 g, approx. </span></h2>","Carnelian Cabochon","Carnelian, 
11x9mm Oval Loose Gemstone Cabochon, 
5 mm profile, approx. 
4.00 ct / 0.80 g, approx. 
UK Gemstone Supplier, 
Free UK and EU Delivery.","","","CNL0008","","11.00000000","9.00000000","5.00000000","0.80000000","carnelian-cabochon","2024-06-30","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0008c-100x100.jpg","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0008d-100x100.jpg, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0008b-100x100.jpg, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0008-100x100.jpg"
13,"5772","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0006-40x40.jpg","Carnelian 12x10mm Oval Gemstone Cabochons","CNL0006","4.5000","5","Enabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=5772&page=13","<p dir=""ltr"" style=""margin-top: 0pt; margin-bottom: 0pt; line-height: 1.38; text-align: center;""><span style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 25.3333px; white-space-collapse: preserve;"">Carnelian </span></p><p dir=""ltr"" style=""margin-top: 0pt; margin-bottom: 0pt; line-height: 1.38; text-align: center;""><span style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 25.3333px; white-space-collapse: preserve;"">12x10mm </span><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial; font-size: 19pt; white-space-collapse: preserve;"">Oval Loose Gemstone Cabochon&nbsp;</span><br></p><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.32; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center; padding: 0pt 0pt 6pt;""><span style=""font-size: 19pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">5 mm profile, approx. </span></h2><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.32; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center; padding: 0pt 0pt 6pt;""><span style=""font-size: 19pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">5.00 ct / 1.00 g, approx. </span></h2>","Carnelian Cabochon","Carnelian, 
12x10mm Oval Loose Gemstone Cabochon, 
5 mm profile, approx. 
5.00 ct / 1.00 g, approx. 
UK Gemstone Supplier, 
Free UK and EU Delivery.","","","CNL0006","","12.00000000","10.00000000","5.00000000","1.00000000","carnelian-cabochon","2024-06-28","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0006-100x100.jpg","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0006c-100x100.jpg"
13,"5706","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0003de-40x40.jpg","Carnelian 20x10mm Oval Gemstone Cabochons","CNL0003","4.5000","6","Enabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=5706&page=13","<p dir=""ltr"" style=""margin-top: 0pt; margin-bottom: 0pt; line-height: 1.38; text-align: center;""><span style=""color: rgb(0, 0, 0); font-family: Arial; font-size: 25.3333px; white-space-collapse: preserve;"">Carnelian </span></p><p dir=""ltr"" style=""margin-top: 0pt; margin-bottom: 0pt; line-height: 1.38; text-align: center;""><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial; font-size: 19pt; white-space-collapse: preserve;"">20x10mm Oval Loose Gemstone Cabochon&nbsp;</span><br></p><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.32; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center; padding: 0pt 0pt 6pt;""><span style=""font-size: 19pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">6 mm profile, approx. </span></h2><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.32; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center; padding: 0pt 0pt 6pt;""><span style=""font-size: 19pt; font-family: Arial; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">10.00 ct / 2.0 g, approx. </span></h2>","Carnelian Cabochon","Carnelian, 
20x10mm Oval Loose Gemstone Cabochon, 
6 mm profile, approx. 
10.00 ct / 2.0 g, approx. 
UK Gemstone Supplier, 
Free UK and EU Delivery.","","","CNL0003","","20.00000000","10.00000000","6.00000000","2.00000000","carnelian-cabochon","2024-05-10","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0003de-100x100.jpg","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0003ge-100x100.jpg, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0003ee-100x100.jpg, https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0003be-100x100.jpg"
13,"5896","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0012-40x40.jpg","Carnelian 22mm Triangular Gemstone Cabochon","CNL0012","4.9900","1","Enabled","https://gemstonecabochon.com/gemstone-shop/admin/index.php?route=catalog/product/edit&token=474e8768b3cc952535e299803292cf8c&product_id=5896&page=13","<h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.584; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center;""><span style=""font-size: 19.5pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">Carnelian&nbsp;</span></h2><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.584; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center; padding: 0pt 0pt 6pt;""><span style=""font-size: 19pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">22mm Triangular Loose Gemstone Cabochon&nbsp;</span></h2><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.32; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 0pt; font-size: 27px; text-align: center; padding: 0pt 0pt 6pt;""><span style=""font-size: 19pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">7 mm profile&nbsp;</span></h2><p style=""margin-bottom: 10px;""><span id=""docs-internal-guid-e97dae0d-7fff-b251-10e0-4937d1637416""></span></p><h2 dir=""ltr"" style=""font-family: &quot;Open Sans&quot;, sans-serif; line-height: 1.32; color: rgb(68, 68, 68); margin-top: 0pt; margin-bottom: 6pt; font-size: 27px; text-align: center;""><span style=""font-size: 19pt; font-family: Arial, sans-serif; color: rgb(0, 0, 0); background-color: transparent; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant-position: normal; vertical-align: baseline; white-space-collapse: preserve;"">25.70 ct / 5.14 g&nbsp;</span></h2>","Carnelian Gemstone","Carnelian, 
22mm Triangular Loose Gemstone Cabochon, 
7 mm profile, 
25.70 ct / 5.14 g, 
UK Gemstone Supplier, 
Free UK and EU Delivery.","","","CNL0012","","22.00000000","22.00000000","7.00000000","5.14000000","carnelian-gemstone","2024-09-23","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0012-100x100.jpg","https://gemstonecabochon.com/gemstone-shop/image/cache/catalog/Deena/CNL0012b-100x100.jpg"
